content,score,thumbsUpCount,reviewCreatedVersion
sangat membantu & banyak kemudahan,4,0,2.0.0
Eror 205 walaupun bisa masuk tapi tetep eror,1,0,
Ada apa ini kuota banyak ko lampu masih merah,4,0,2.7.6
"Belum seminggu minta update, eh minta update lagi. Nyusahinnnm",2,0,2.5.3
Aplikasi tolol gue download kagak bisa mulu,1,0,
sangat membantu sekali untuk sy ber trnsaksi,5,0,2.0.0
Pelayanan online yg sangat membantuku,3,0,2.8.0
Mbanking tertollllllolllll gua mau buka akun gua sendiri aja susah banget mempersulit keperluan customer nya,1,1,4.0.2
ini mau daftar aja ga bisa gimana nih,1,0,1.7.1
"Ko knp sy gk bs melakukan transfer lwt aplksi ini, tolg ksh petunjuk@penjelasan. Trmksh",3,0,2.5.3
Cs bca nya ga sopan banget waktu vidio call pembuatan rekening asal main putus aja sebelum selesai bicara..,1,0,2.9.4
Sangat memudahkan kita dalam segala transaksi,4,0,
Transaksi cepat dan aman mantap BCA,5,0,2.7.5
Semakin terbaik termudah transaksinya,5,0,
mantap bgt sangat mendukung,5,0,2.9.2
sangat bagus mudah dan bermanfaat sekali..,5,0,2.5.1
Mbanking lagi kenapa ya ?tolong dibantu min.. ribet juga klo harus ke ATM,1,0,1.8.0
"Kenapa susah di update,",3,0,2.9.1
"SAYA KECEWA TERHADAP PIHAK BCA..NO REK SAYA DI BLOKIR CUMA GARA""ADA ADUAN SEPIHAK TANPA ADA KONFIRMASI DLU DARI PEMILIK..SEMUA ORANG JUGA BISA NGADU SEENAK NYA KLO GITU..JUJUR KECEWA BERAT SAYA",1,0,2.8.7
Mobile banking BCA paling nyaman n mudah diterapkannya👌👌👌👌👍👍👍👍👍,5,0,2.9.0
Apk paling bagus sangat membantu,5,0,2.5.7
Sangat membantu untuk transaksi apapun,5,0,
Sangat membantu untuk transaksi apapun,5,0,
Mantap mudah bertransaksi,5,0,2.5.3
Stlh d instal ulang knp g bsa d buka y???,1,0,
Sangat memudahkan bertransaksi.,5,0,2.2.3
Mihon di bantu bapak/ibu penjelasan nya untuk pembayaran virtual account saya gagal trus di app bca mobile sperti apa solusi penyelesaian nya terimakasih ?,4,0,2.2.3
Kok gak bisa login saat ini..,5,0,1.6.1
Sangat mudah dan bermanfaat untuk kita semua,5,0,2.7.7
Saldo selalu tepotong tiap beberapa hari,1,0,2.7.1
Semakin baik dan mempermudah,5,0,2.7.1
"Baru pertama kali mencoba, belum dapat izin dari suami sih, tapi adek saya sudah punya.",1,0,
Bagus transaksi cepat,5,0,
Bagus bikin gampang sega ya,5,0,2.5.5
memuaskan dan sangat membantu manajemen keuangan pribadi saya,5,0,2.2.2
Sangat cocok untuk transfer,2,0,2.7.7
"Kenapa saya cek saldo,, tulisan nya tidak ada??",5,0,1.7.1
tinggal tahap vidio call doang selalu gak bisa ..tolong di bantu donk cs BCA,5,0,
Pak kenapa ya aku punya aplikasi BCA mobile saya login trus email salah kode federal bnar sama pon ATM nya,4,0,
Sangat membantu dalam muamalah jarak jauh,5,0,4.1.8
"Ternyata itu kesalahan dari saya, baik Terima kasih informasi nya 🙏",5,0,2.6.0
Mbanking gak bisa di pakai transfer kenapa ya apa sdg gangguan,1,0,
Hp saya hilang samanomer nya juga.. Trusganti nomer apa apakahbisa lagi???,5,0,
Terimakasih ni aplikasi sangat membantu,5,0,
"hello kak, gimana cara ganti no hp lewat apk ini .bisa atau engga si?",5,0,2.4.0
Cepat pelayanan nya 👍👍,5,0,2.2.5
Smakin wokeee... Pokoke mantap semua transaksi bisa dlm genggaman...,5,0,2.9.5
habis pulsa mau aktipin m-bangking susah amat buknya pakai otp aja ribet,2,0,
"Potongan bca sekarang berapa iah,saya kok kena potongan 40 rb,biasanya juga cuman 15 rban ke bawah",1,0,2.9.5
"Mudah,cepat, tepat, aman",5,0,2.7.9
Sangat membantu dan mudah,5,0,4.3.3
Jdi lebih mudah buat transaksi apa pun🤗,5,0,2.8.8
Gua Ada Transferan dri DANA Tpi Knapa Gak Masuk Rekening BCA Ya Pdahal Transaksi Apk DANA Terkirim Dan Berhasil... SolusiNya Dong?.,3,0,4.4.0
"Mudah, cepat dan Aman....",5,0,2.0.2
cepat n ga lelet,5,0,2.0.3
"SAYA PERBAIKI RATING, KALO MAU MASUKAN MBANKING MESTI ADA PULSA, JIKA PULSA KOSONG MAKA AKAN GAGAL TERUS . Thanks",5,0,
Terbaik dan simple,4,0,2.8.5
Mudah login suka skali,4,0,2.4.3
Kenapa apl ini g bisa di instal yaaa mohon sarannya temen²,1,0,
Sangat membantu banget trimaksih BCA mobile,5,0,
luar biasa semakin memudahkan segala urusan,5,0,1.8.0
BCA MOBILE mempermudah transaksi. Terimakasih atas pelayanannya,5,0,2.5.9
Tingkatkan pelayanan nya,5,0,2.5.5
Sangat Bermanfaat dan Bagus Sekali,5,0,2.5.9
"saran dong, saya mau pake M BCA tapi gimna cara masuk nya dan saya juga sudah mempunyai rakenning BCA dan mau pake M bakking",5,0,
Semoga bisa membantu memudahkan kita semua dalam kesulitan yang dihadapi.amin,3,0,
Sangat mudah untuk transfer ada apliksi ini makasih m baking BCA,5,0,2.2.5
Tingkatkan terus versi,5,0,2.2.4
Mau tanya kenapa sy tdk bs cek saldo selalu loading,5,0,2.2.0
Sangat membantu dan bermanfaat,5,0,1.8.0
"BCA sangat membantu transaksi saya, baik Transfer sesama, Ke Lain bank, Pembayaran kredit Dll.",5,0,4.1.3
bisa mengatasi dlm keadaan..dibutuh kan,5,0,2.0.4
Thanks banget buat BCA mobile yang sangat membantu hari hari saya melakukan pembayaran dan transfer uang,5,0,2.2.4
"BCA mobile mantap, sangat mendukung aktifitas perbankan saya.",5,0,2.1.0
"Nyedotin pulsa SMS otp gak masuk , gak mau ganti rugi HaloBCA customer service nya haha",1,0,2.9.0
Kalau kirim ulang kode otp terus terusan bs hbs pulsa brp lg min???,2,0,2.8.5
Tolong di perbaiki kembali. Versi terbaru menurut saya buruk,1,0,2.5.1
Payaahh ! Suka error,1,0,2.3.0
Kenapa sekarang daftar m-bhangking online susah ya di tlp nya..,5,0,2.5.7
"Mau bikin rekening susah bnget, vidio call lelet ngak di angkat""",3,0,2.7.6
"maksud dari akses tlp supaya aplikasi ini bs di gunakan itu, bagaimana?",4,0,2.0.3
Proses pembukaan rekening mudah bgt.,5,0,2.8.4
Ada gk Aplikasi bca yg buka rek baru tampa buku tabungan atau pun atm,2,0,
Verifikasi muka selalu gagal gimana sih BCA makin kesini gajelas banget,1,0,4.1.8
Knp sih apk sering merah lampu notifnya padahal lagi kondisi utgent,3,0,
sangat membantu bertransaksi,5,0,1.8.0
sangat berguna untuk transaksi,5,0,2.7.8
cepat... dan ok banget...,5,0,1.8.0
mantapp sangat membantu dalam transaksi,5,0,1.8.0
Parah nhga bisa isi flash lewat hp langsung huhhh,1,1,2.8.9
Dengan adanya BCA mobile transaksi semakin mudah trimakasih BCA sukses slalu,5,0,2.8.8
"ini knpa sih susah bngt mau dfrin no yg mau di tf , ribet bngt",1,0,2.0.3
BCA mobile sangat memudahkan bertransaksi online,5,0,
akhirnye semuanya serba mudah,5,0,1.8.0
Katika di buka lagsung mental keluar sendiri,2,0,2.4.3
dengan adanya mbangking.urusan jd mudah..sukses sllu BCA,5,0,2.3.1
"Kenapa kok minta diperbarui terus, pdhal baru perbaruai minggu kmren",4,0,2.5.1
Knp yaaa fitur NFC saya di samsung j7 pro gak berfungsi?,4,0,1.6.1
Tidak bisa melakukan pendaftaran no rekening,1,0,1.7.1
Ini ko ga bisa tranper yah masa harus ke bank terdekat mulu,1,0,2.0.3
sanggat burul & menjadi sulit bagi nasabah,1,0,4.2.2
Sangat mambantu dan memudahkan,5,0,
"Semoga kedepannya akan lebih baik lagi dan bisa buka kantor cabang di kab Lamandau kalimantan tengah,",2,0,2.4.1
Saya masih menanti fitur login dengan sidik jari...,4,0,4.0.3
bagus dan berguna,5,0,
mantap dan sangat membantu. thanks,5,0,2.0.2
Harusnya update ada opsi jangan memaksa,4,0,2.2.5
Sangat membantu sekali dalam transaksi,5,0,
"g bisa nambah daftar transfer rekening, mohon tanggapan",1,0,1.7.1
Bisa membantu di saat di butuhkan 😊,4,0,2.6.0
Sangat membantu dan memudahkan,5,0,2.2.3
"Aoliy ini keren,sngat memudahkan saya bertransaksi",5,0,
Terlalu sering upgrade,3,0,2.2.5
Kenapa saya ingin daftarkan e bangking gagal terus tolong jangan di proses saya suka bank bca jangan sampai saya pindah bank,5,0,
knp skrng selulu gagal tiap mau beli voucher pulsa/kuota??,4,0,
"Mau buat rekening bca via bca mobile, eh malah ga di angkat vidcall sama customer servicenya, udah 3 hari.",1,0,2.8.0
sangat bagus dan simpel,5,0,
Knapa gak bisa gunakan virtual acount ???? Tlg di perjelassss,3,0,
Bismillah Langsung Saya Kasih 5 Bintang Supaya di Baca knp Mbankingnya Gak Bisa Ke Buka Tolong Aktifin Lg Atas Nama : SUBKI S.PD.I Terima Kasih BCA mobile,5,0,
simple dan banyak manfaat,5,0,2.3.0
Hallah lg d isntal di ulang trs.... Ngabis2sin kuota aja.... Nanti kalo bisa baru d kasih rating yg bener,1,0,
Ayo pake bca mobile...Transaksi cepat nggak pake lem mot🥰...👍👍🙏,5,0,2.9.5
Tdk bsa terinstal,3,0,
kenapa saya tidak bisa cek saldo ...,1,0,4.2.4
Saya suka pelayanan sangat baik dan aman,5,0,2.4.0
"BCA memang benar-benar mudh untuk melakukan transaksi apapun ,pokonya sip deh",5,0,2.9.0
Menguntungkan dan mudah,5,0,2.2.5
Sangat membantu dalam transaksi non tunai,5,0,
Kasih bintang 4 dulu buka rekening tanpa saldo apa bisa,4,0,2.8.7
kok kirim smsnya ngk bisa min...? hp ane tipe Xiomi MIAI,1,0,2.0.3
Dari pagi kok koyo telo. Apa gk bisa itnya memperbaiki?,1,0,2.9.1
Saya mau video call kenapa tidak di angkat,3,0,2.7.4
Lebih cepat buat transaksi,5,0,2.5.1
Apakah BCA mobile hari ini maintenance? App tidak bisa diakses,4,0,2.8.9
Seneng bgt bisa transfer tnpa harus ke atm,5,0,2.9.1
Tertunda terus ini update nya parah,2,0,2.9.0
"Ga bisa load,, percuma",1,0,2.2.2
Aplikasi BCA Mobil emang ok.,5,0,2.3.0
"Kenapa sekarang inbok bukti transfer tidak bisa di hapus,?",3,0,4.3.1
mau transaksi lampu indikator merah trus menghambat transaksi,2,0,2.8.9
Sangat Bersyukkur dan Sangat Puas dg Adanya BCA mobile,5,0,2.4.2
"Ribet bgt org lg buru"" make update ulang 👎",1,0,2.5.1
Belum lama mnta update skrg ud mnta update lgi 👎,1,0,2.5.3
Alhamdulillah sangat terbantu dg app ini,5,0,4.3.2
mempermudah dalam. Transaksi Keuangan,5,0,2.4.3
Oke mantap buat semua jadi lancar.,5,0,2.7.4
Tmbhin sidik jari dong buat loginya biar ga ribet,5,0,2.8.9
sangat membantu di saat sedang berpergian,5,0,2.7.1
Koh saya mau masuk ke m banking gk bsa ya,2,0,4.2.6
"Gimana ya kok pas saya centang keduanya malah yang kecentang cuma 1 aja ,BCA mengecewakan",1,0,
"Diperbarui terus dehhh, baru seminggu yang lalu diperbarui sekarang harus perbarui lagi!",2,0,2.5.2
sangat membantu smg kdepannya tambah bermanfa'at bagi smua pelanggan,5,0,2.2.5
Show Qr barcode d versi terbaru g muncul. Payah,1,0,2.9.5
Sangat bermanfaat tingkatkan lagi terima kasih,5,0,2.5.3
"Verifikasi wajah gagal teros min , sampe bosen liat wajah sendiri mending gk usah bikin telek lah",1,0,4.0.2
"Bagus, baik Membantu sangat",5,0,2.2.5
Kadang sulit nambah daftar tranfer,4,0,2.0.3
Sangat membantu dimanapun berada,5,0,2.7.8
bangke Lo berkali kali gw download dah kaya ga jelas di kamera gagal Mulu hadew,1,0,4.1.3
Aplikasi suka gk bisa dibuka,4,0,
Jadi lebih mudah dan ga pake ribet 🥰🙏🏻,5,0,2.4.3
Knp akhir2 ini mobile banking merah terus indikator nya ya jadi susah transaksi,1,0,
Ini BCA kenapa ya. Kok mohon tunggu sebentar saja. Tapi gw udah nunggu beberapa hari,1,0,
masih susah unguk mobile banhking,3,0,2.4.3
aplikasi yang bagus dan brmanfaat,5,0,
benar2 sangat membantu...aplikasi nya terima kasih BCA,5,0,1.8.0
Bagus...pelayanan cepat tepat,5,0,4.1.5
Sangat memudahkan segala urusan dan transaksi apapun.tanks BCA ku,5,0,2.8.8
kacaw bca mau brp bnyk duit bli flsa buat verivikasi biar msuk,1,0,
Sayangnya BCA mobile telah berhenti tulisnya gitu kak,2,0,4.0.2
ini cmn yg sdh ada rekening bkn untk mau buat rekening,1,0,
Kenapa sekarang ini sering maintenance terus,1,0,4.2.4
good job.. mempermudah bisnis saya,5,0,1.7.1
Semuanya ada disini,5,0,4.4.1
Mohon pas cek saldo kembalikan buka nya pake pasword lebih aman,4,0,
"Andmin. Alangkah baiknya potongan adminya di perlihatkan di mutasi, agar pengguna tidak bingung",4,0,2.9.6
sangat membantu untuk transaksi,4,0,1.7.1
Kenapa pas mau ceklis ketentuan gagal terus,1,0,
Kecewa niat pengn puya pas ngirim sms ya gk ad balesan muluh setngh hari nungguin,1,0,
terimakasih BCA sangat membantu sekali aplikasi ini 🙏🙏🙏👍👍🤗🤗,5,0,1.8.0
Terimakasih BCA sudah memberikan pelayanan yang baik. Dan sangat membantu kami,5,0,2.5.3
tolong di update untuk verifikasi wajah,4,0,
BCA apakah gangguan malan ini hari ini? hadeuhhh malam minggu pake maintenance segala Mbanking paraaaahhh,5,0,2.9.4
Sangat efisien waktu 👍👍👍👍👍,5,0,2.4.0
"Dengan adanya bca mobile tidak perlu kmna2,,byr kuliah anak, isi saldo gop*ay dll sat set ,trims BCA",5,0,2.9.5
Top bgt...gk perlu ribet ke atm,5,0,2.3.1
Bintang 3 dlu deh nanti klo idh fix normal bari bintang 5,3,0,4.3.1
aplikasi flaze kenapa tidak bisa mengisi,5,0,2.8.7
Kenapa aku mau masuk susah bgt pdhl udh nunggu 1 hari blm bisa,1,0,
Dengan apdate/ prbharui apl. Semoga lebih ok dan lebih bagus,4,0,2.9.5
Permisi ko aplikasi bca skrng gak bisa kebuka,5,0,2.5.8
katu flase gak kedetek di hp j7 pro padahal sudah ada nfc nya,1,0,1.8.0
klo ganti sim card/ganti nomor ga bisa di buka,1,0,2.9.2
membikin diriku lebih leluasa dan mudah dalam pekerjaanku,5,0,1.7.1
Selamat siang..Mau tanya kalo Ganti Sim card/nomor hp yg kemarin pake daftar gimana caranya ???,5,0,2.7.2
"Good lah, membantu menjadi ringan",5,0,
Selama keamanan mbanking terjaga aplikasi ini memudahkan untuk keperluan transaksi,5,0,2.6.0
Lebih cepat dan Mudah,5,0,1.7.1
Mudah di gunakan untuk pembelian aplikasi kerjaan,5,0,4.4.0
Lancar dan mudah...,5,0,2.4.3
Tolong mesin ATM stor tunai atau tarik tunai di perbanyak kan . Di vila jati bening toll butuh mesin atm nya tks,5,0,2.9.0
TIDAK JELAS! SELALU PAKAI VIDEO CALL TAPI GAGAL MELULU. BCA TIDAK BERKUALITAS,1,0,2.7.6
Terima kasih mobil m banking Krn sangat memudahkan kami dlm pengecekan good,5,0,2.9.5
Kok selalu updated melulu sih,4,0,
"Parah!! Sekelas bca , verifikasi wajah g bisa. Malu-maluin",1,0,
Semoga tetap terbaik dan terpercaya seperti ini.,5,0,4.2.4
verifikasinya lama banget mana gagal mulu,1,0,
daftar online video call nya gak ada jawaban. mohon segera dibantu,3,0,2.7.2
Sangat membantu saat di butuhkan,5,0,2.5.3
Sangat membantu setelah upgread,5,0,2.9.5
Gmn daftarnya pak . Kok bisanya nomer saya sudah digunakan orang,4,0,1.6.1
Kok gangguan aplikasinya.,4,0,2.5.5
"Mulai gajelas orang udah bayar admjn bulanan tiba"" saldo ngendap 20rb makin jelek aja aplikasinya .",1,0,2.8.8
Pelayananya sy puas dan sangat bagus,5,0,2.5.5
Mengapa saya tidak bisa top up flazh dari aplikasi ini?,5,0,4.1.3
Semua serba praktis dgn BCA mobile,5,0,
Sangat baik dan bagus IT BCA,5,0,2.8.8
Semenjak update jadi lemot,1,0,2.5.1
"Saya minta penjelasan nya BCA,, saldo saya sebesar 21,762.00. kenapa bisa menjadi 7,762,00?? Tolong jelaskan!!",3,0,2.2.2
Sangat membantu sekali dalam transaksi,5,0,2.2.4
Bikin atm online tinggal proses vc ga di angkat angkat udah jalan 4 hari mandek disitu padahal lagi urgent banget,1,0,2.8.0
jadi lebih mudah tidak perlu repot kemana mana,5,0,2.5.3
Ngak bisa di update bro... mutar2...,1,0,2.4.0
"Gak asik harus ada pulsa,,jdi 3 bintang aja",3,0,2.2.5
Saya lebih nyaman jika setiap transaksi memakai pin,4,0,
Bank BCA update bs topup Flazz knp cuma di ios ??? Android nya kpn ????,3,0,2.7.2
Merah terus gak bisa transaksi parah BCA mobile ni,1,0,
Aplikasi yang sangat memudahkan urusan perbankan.,5,0,
sebelum di update uang saya 12ribu setelah diupdate 12ribu juga,4,2,2.9.1
mantap...aplikasi yg sangat membantu,5,0,1.6.1
aplikasi BCA terbaru lambat download nya...,3,0,1.6.1
sangat mudah dan cepat,5,0,2.8.9
Apakah saya bisa langsung tarik tunai setelah mendaftar dan mengisi saldo,5,0,
Saya sangat terbantu dg adanya bca mobile ini,5,0,2.3.1
Saya sangat puas dengan pelayanannya terimakasih....!!!,5,0,2.9.4
"Terimakasih, sangat membantu saya dalam bertransaksi🙏🙏",5,0,2.5.3
tolong tingkatkan supaya 1 nomor hp untuk mbanking bisa memakai beberapa rekening bca,2,0,
Kemudahan yg sangat simple,5,0,2.7.9
Sangat membantu...ketika urgen terima kasih BCA,5,0,2.2.3
Cepat tepat n mantap,5,0,2.2.5
sangat mempermudah semua urusan...😂,5,0,1.8.0
Lampu indikator merah terussss....,1,1,2.7.5
Dengan adanya sistem ini transaksi jdi gmpang terimakasih bca,5,0,2.9.5
Tq bca pembayaran apa sj jd mudah,4,0,2.0.4
"Parahh,,, percuma download tp kaga ada isinya",1,0,2.6.0
Mudah gampang satu lagi keren,5,0,
Tampilan aplikasi jadul,3,0,2.5.9
Lemot. Ribet banget harus bolak balik masukin password,1,0,2.8.7
Apakah 1 aplikasi BCA Mobile dapat digunakan untuk berganti akun yg berbeda? Kalau bisa gimana ya caranya?,5,0,2.0.3
Gabisa transfer min dalam pemeliharaan mulu,3,0,2.7.2
"Semakin baik ke depannya,dengan ulasan2 ter update",5,0,2.5.1
"Kalo muncul tulisan SILAKAN HUBUNGI HALLO BCA, kenapa ya ? Ada yang tau ?",2,0,2.3.1
terlalu banyak eror diwaktu yang tidak tepat!!!!!!!!,1,0,
Cepat dan memudahkan,5,0,2.5.4
"Sangat membantu,,aplikasi ini",5,0,2.6.0
Lebih praktis tdk usah keluar rmh pergi ke ATM,5,0,2.5.3
sangat membantu dalam bertransaksi,5,0,
Alhamdulillah sangat terbantu memakai aplikasi ini 👍,5,0,2.5.9
"Gagal terus verivikasi wajah, BCA jadi lemot kecewa saya",1,0,4.0.3
Knapa ini BCA tiap bulan kok duit saya ilang 300 500 rb kadang lebih padahal ga transaksi apa apa😭,1,0,2.8.0
"Setor tunai ngendap,uang y urgent malah harus nunggu 4 hari kerja..PARAHHHH",1,0,
Sangat mudah dan cepat,5,0,2.2.5
Sekalinya eror gak nanggung-nanggung sampai 1 harian full,1,0,2.9.4
"sangat membantu ,trimaksih",5,0,1.8.0
Ini knpa lampu indikator merah mulu,2,0,4.2.6
Aplikasi yang sangat membantu sekali terimakasih BCA,5,0,
Bru 1 minggu update.. masa uda di suruh update lagi😣,1,0,2.5.2
"fitur2nya lengkap,, dan mudah d banding m banking bank lain 😇",5,0,2.0.0
transaksi sangat lancar,5,0,1.6.1
mau pake aplikasi ini apa harus punya rekening di bca dlu ya.,1,0,
"Sangat Membantu, sukses selalu BCA",5,0,1.8.0
Mutasi rek bca sy sdh 2 minggu tdk bisa... Cek saldo n yg lain normal,3,0,1.6.1
udah di update malah makin parah,1,0,2.9.0
sangat membantu sekali...dalm transaksi..,4,0,
Kenapa sering tidak terkoneksi dengan jaring saya kasih bintang 1,1,0,2.9.4
sangat membantu bertransaksi,4,0,1.6.1
kenapa ya gak bisa cek.m bnking diandroid,3,0,
Mau nanya emang sekarang harus hidupin lokasi dulu baru bisa masuk ?,4,0,4.1.5
BCA mobaile emang canggih saya senang ada sistem ini buka rek tidak perlu repot2 ke bank 👍👍👍👍👍,5,0,2.7.5
Pelayanan sangat puas,1,0,
Sangat mudah sangat membantu,5,0,1.8.0
"Iya Terimakasih Banyak Saya Suka Sama Aplikasi Ini,",5,0,2.0.2
dipindah ke hp baru tiap buka pasti menta otp..,1,0,4.1.0
Sangat memudahkan dalam bertransaksi.,5,0,2.9.5
Nih apalikasi mobile ga bisa di pergunakan,1,0,
m bca buruk sekali tolong diperbaiki masa cek saldo aja g bisa,1,0,1.6.1
Sangat memudah kn kita dlm bertransaksi mju terus BCA MOBILE,5,0,
Sangat meringankan tugas kita Mantab,5,0,2.5.2
"Halo mau login muncul kwt 205 , apa mksudnya ya",3,0,4.1.2
ATAS NAMA ADE SUKMAWAN GAK BISA PERIFIKASI DATA SAYA,1,0,4.3.3
Gak bsa di update,1,0,2.5.1
Baru di perbarui sekarang pembaruan lagi apa sih maunya,2,0,
"sangat efisien, mkasih",5,0,2.2.5
mau beli pulsa kok cuma 3 provider doang -_-,1,0,2.2.5
Sangat membantu tanpa harus keluar rumah,5,0,2.5.3
Kemudahan dalam bertransaksi yg terbaik masih BCA 😉,5,0,2.8.7
Mau aktif BCA mobile ribet mesti verifikasi ke bank LG padahal udah daftar pindah ke hp lain ribett benar harus ke bank LG ..,1,0,4.0.2
Terus pertahankan Pelayanan (service) pada Teler maupun CS hingga pelosok negeri. 5 jempol untuk BCA,5,0,2.2.5
bagus buat tau saldo,5,0,2.0.2
untuk wilayah aceh belum bisa ya buka rekening online,3,0,2.5.9
"Kurang bagus yg sekarang, tolong benahi seperti sebelumnya saja",1,0,2.9.5
sngat mudah dlm teransaksi apa pun,5,0,2.0.3
kak mau tanya.. kalau m mbangkingnya kebloker itu gimana ya.. tlong bantuanya,5,0,2.2.4
Lebih gampang dgn bca mobile,5,0,2.5.3
lebih cepat dan mudah,5,0,
Hallo admin maaf m.banking saya ko ngga bisa masuk dan akses yaa mohon solusi terima kasih,3,0,2.5.5
BCA Mobile per hari ini tgl 23 Maret 2021 ga bisa di buka. Kenapa ya..?,5,0,2.7.2
Sangat sangat membantu saya dalam bekerja,5,0,2.4.0
Memudahkan bangt untuk bertransaksi sehari hari,5,0,2.5.1
Mau buka m baking g bisa di tolak tolong dong ini kenapa soalnya mau di pake🥺,5,0,4.2.3
Ada apa ini dengan BCA Mobile kenapa tidak bisa di buka,5,1,1.8.0
Kenapa sering verifikasi.. Biasanya gak gitu..,5,0,2.5.8
Permudah keuangan transaksi dengan nyaman,4,0,2.2.5
Di update malah nyusahin. Verif kok gagal terus. Mana harus ke bank segala. Bodoh,1,0,4.0.2
mantap. hanya suka eror diatas jam 10 malam sd shubuh WIB,5,0,1.8.0
Bank Yang cara kerjanya professional.. 👍 good,5,0,2.7.2
Serba mudah bertransaksi BCA jaya selalu,5,0,2.7.0
Sangat memudahkan dan tidak pernah ada gangguan dari mbankingnya terimakasih,5,0,
Gak bisa di update.....gak tau kenapa,5,0,2.8.9
"kesel makin susah kalo ngirim sering putus"" kaya kaya pas kemarin""",2,0,
Bagus mudah bertransaksi,5,0,2.9.4
Gabisa login . Ada bacaan BCA MOBILE MENGALAMI MACET,1,0,2.9.0
Setelah diperbarui malah ngeblank,2,0,4.0.0
Payah malah nga bisa dibuka BCA mbanking nya ??????? Siallan bener2 menyebalkan kecewa,1,0,2.5.2
"sekarng susah klo pindah ke hp baru , bikin kecewa",1,0,4.0.9
Lbh cepat hemat waktu,4,0,2.2.3
mobile banking bca Mempermudah transaksi apapun dr rumah,5,0,2.4.3
Pilihan operator HP & fasilitas pembayaran mohon lebih dilengkapi.,4,0,2.9.5
di usahankan lagi lebih sopan tq,4,0,1.6.1
Sangat membantu dan memudahkan👌👌👌,5,0,2.2.4
Sangat membantu segala kebutuhan,5,0,
Knp kode otp susah banget masuk y dri malem gk masuk2,1,0,2.8.7
Sangat mendukung program untuk rakyat,5,0,2.9.9
"Wah ,MANTAP ADA MY BANGKING BCA ,GAMPANG UNTUK TRANSAKSI NYA .MUDAH BANGET CARANYA. AYO DONG DWONLODE SEKARANG",5,0,2.9.2
Di suruh updet...tapi m.bengking..saya malah gk bisa.bisa...di buka,1,0,
Sangat bagus pelayanannya,5,0,2.5.3
Sangat bagus pelayanannya,5,0,2.6.0
Sangat membantu dan sangat aman,5,0,
Lebih mudah dan nyaman,5,0,
Saya bangga bisa dapat AV seperti compass ini,5,0,2.7.1
Cara menambahkan no rekening kok tidak bisa ini?,1,0,2.5.3
Sangat terbantu dengan BCA mobile,5,0,
Sangat membantu dan memuaskan,5,0,2.1.0
Bca mobileku kok gk bisa buat beli pulsa,2,0,2.9.6
"penuh inovasi, membantu banget",5,0,2.0.3
Knp lampu indikator gk hijau duh,3,0,
kenapa selalu minta registrasi ulang,1,0,1.9.0
"gatel isi pulsa 400 gak iso mlebu bca kok tai ..duetvkku ilang 400 dadibm. .. duet kku blek,e 400 b9s uang saya harus kembali lagi",1,0,2.0.2
Saya mau download bca finance kok ga ada aplikasinya di appstore,5,0,2.6.0
Banyak manfaatnya,5,0,4.5.5
30 menit Video call gk diangkat,1,0,2.7.2
tingkatkan pelayanan jangan kasih kendor,5,0,
diantara bang menurut pengalaman sy BCA yg lebih baik,4,0,2.2.5
Kenapa pas saya dapet transferan uang tapi saldonya masih nol ya?,1,0,4.0.2
Saya mau melapor Pulsa saya di pending Smpe skrng blm ada penjelasan gmana yaa,1,1,2.8.9
Pertahankan kualitas keamanan.,5,0,2.2.5
Baru bisa lg stlh bbrpa hr gk bisa msk,5,0,2.7.5
Knp sih ada2 aja..dari siang mpe aekarang blm bs digunain mbaking..,1,0,2.9.4
sangat membantu transaksi yang cepat,5,0,1.7.1
"Apdet nya lama,jd memperhambat aktivitas",1,0,2.2.2
Gagal log in terus...suruh daftar di atm . Bikin jengkel,1,0,1.7.0
Memberikan kemudahan untuk bertransaksi tanpa kartu,5,0,
Parah akir2 ini sering gangguan. Bang sekelas bca kok bgni kalah sama sebelah,1,0,2.8.9
Mulai kecewa dengan aplikasi nya,1,0,2.5.2
"Susah sekali verikasi, ribet bank lain gk seribet bank bca",1,0,
terimakasih.... sudah memudahkan bertransaksi,5,0,
Sangat membantu dan memudahkan,5,0,2.5.2
Baru update di suruh update lagi......,1,0,2.5.2
kok saya ngga bisa transfer iya kecewa,1,0,1.7.1
"Ni napa seh sering eror sekarang, lampu indikatornya merah teros",1,0,2.5.3
Oooh... Sangaat. Puaas.. tpii sayang saldo kosong,5,0,2.9.5
Mlm..kok saya aktivasi mbca gk bisa ya...saya krim sms gk bisa,2,0,2.8.7
Cuma karna hp stel pabrik bca bangking ke blokir. Alasan pakai perangkat lain. Saya dari awal pakai hp yang sama. Bukan perangkat lain/hp lain,3,1,2.8.0
"Ini knp ya BCA mobile ga bisa dibuka,, merah terus, pdhal internet pull",1,0,4.0.6
Terlalu sering update !,1,0,2.5.2
Lebih ditingkatkan lg kedepannya,5,0,2.2.5
m bca tidak terkoneksi dengan internet .. mohon infonya ..,5,0,1.8.0
Tf ke blu skrg kena 2500. Awalnya gratis,1,0,
"transaksi di mana aja, sambil pup jga bisa....:)",5,0,1.6.1
Sangat menyulitkan dan menghambat!!!,1,0,4.0.2
Pelayanan tercepat,5,0,2.2.5
tidak bisa verifikasi data .,2,0,2.0.3
Knpa sih hrus selalu di update lgi di butuhkn bgt pas hrus update lma,1,0,
